"Geography_Code","NM_1504_1_0","NM_1504_1_1","NM_1504_1_10","NM_1504_1_2","NM_1504_1_3","NM_1504_1_4","NM_1504_1_5","NM_1504_1_6","NM_1504_1_7","NM_1504_1_8","NM_1504_1_9"
"N00001976",427,422,0,0,1,0,0,0,4,0,0
"N00001977",251,246,1,0,1,0,0,0,3,0,0
"N00001978",293,284,0,0,5,1,0,0,3,0,0
"N00001979",274,266,0,0,0,0,0,0,8,0,0
"N00001980",328,328,0,0,0,0,0,0,0,0,0
"N00001981",245,244,0,0,0,1,0,0,0,0,0
"N00001982",769,764,0,0,0,0,0,0,4,0,1
"N00001983",267,265,0,0,1,0,0,0,0,1,0
"N00001984",348,347,0,0,0,0,1,0,0,0,0
"N00001985",241,240,0,1,0,0,0,0,0,0,0
"N00001986",456,447,1,0,0,0,0,0,0,2,6
"N00001987",400,395,0,0,1,0,0,0,0,4,0
"N00001988",344,341,0,0,0,0,0,0,1,2,0
"N00001989",368,361,0,0,7,0,0,0,0,0,0
"N00001990",261,260,0,0,1,0,0,0,0,0,0
"N00001991",320,319,0,0,0,0,1,0,0,0,0
"N00001992",267,262,0,0,2,0,0,0,0,3,0
"N00001993",249,245,1,0,3,0,0,0,0,0,0
"N00001994",355,354,0,0,1,0,0,0,0,0,0
"N00001995",335,335,0,0,0,0,0,0,0,0,0
"N00001996",319,316,0,0,2,0,0,0,0,1,0
"N00001997",368,366,1,0,1,0,0,0,0,0,0
"N00001998",262,262,0,0,0,0,0,0,0,0,0
"N00001999",1298,1280,0,3,0,3,0,0,3,8,1
"N00002000",339,339,0,0,0,0,0,0,0,0,0
"N00002001",376,375,0,0,1,0,0,0,0,0,0
"N00002002",300,299,0,0,1,0,0,0,0,0,0
"N00002003",291,286,0,0,3,0,0,0,0,0,2
"N00002004",370,362,1,0,0,0,5,1,0,1,0
"N00002005",186,185,0,0,0,0,0,0,1,0,0
"N00002006",245,242,0,0,3,0,0,0,0,0,0
"N00002007",222,219,0,0,0,2,0,0,0,0,1
"N00002008",630,626,1,0,1,0,0,0,0,1,1
"N00002009",303,299,0,0,3,0,0,0,0,1,0
"N00002010",478,472,0,0,4,1,0,0,0,1,0
"N00002011",564,559,0,0,5,0,0,0,0,0,0
"N00002012",501,501,0,0,0,0,0,0,0,0,0
"N00002013",319,318,0,0,0,0,0,0,0,0,1
"N00002014",974,966,2,1,1,2,0,0,1,0,1
"N00002015",292,291,1,0,0,0,0,0,0,0,0
"N00002016",252,250,0,0,1,1,0,0,0,0,0
"N00002017",303,300,0,0,0,3,0,0,0,0,0
"N00002018",1387,1351,0,1,12,2,0,1,16,3,1
"N00002019",253,252,0,0,1,0,0,0,0,0,0
"N00002020",309,307,0,0,2,0,0,0,0,0,0
"N00002021",465,465,0,0,0,0,0,0,0,0,0
"N00002022",378,372,0,0,0,1,0,0,1,0,4
"N00002023",471,468,0,0,0,0,0,0,3,0,0
"N00002024",494,491,3,0,0,0,0,0,0,0,0
"N00002025",227,218,0,1,1,3,0,0,4,0,0
"N00002026",437,434,0,0,1,0,0,0,2,0,0
"N00002027",252,251,0,0,1,0,0,0,0,0,0
"N00002028",1232,1196,4,0,5,6,0,1,1,18,1
"N00002029",582,567,1,1,4,8,0,0,1,0,0
"N00002030",330,323,4,0,0,0,0,0,3,0,0
"N00002031",350,344,0,0,0,0,4,0,2,0,0
"N00002032",499,484,1,0,5,2,0,0,2,4,1
"N00002033",249,248,0,0,0,1,0,0,0,0,0
"N00002034",312,306,1,0,1,1,0,0,2,0,1
"N00002035",341,333,0,0,0,4,3,0,0,1,0
"N00002036",354,352,0,0,1,0,0,0,0,1,0
"N00002037",574,572,0,0,1,0,0,0,1,0,0
"N00002038",394,391,0,0,3,0,0,0,0,0,0
"N00002039",306,305,0,0,1,0,0,0,0,0,0
"N00002040",342,339,0,0,0,0,0,0,3,0,0
"N00002041",355,351,0,0,2,0,0,0,0,2,0
"N00002042",269,264,0,0,1,1,0,0,0,0,3
"N00002043",350,317,1,0,2,3,11,0,6,5,5
"N00002044",555,542,0,0,2,2,0,3,4,2,0
"N00002045",436,424,0,0,1,3,0,0,0,3,5
"N00002046",269,264,0,0,2,0,0,0,0,2,1
"N00002047",222,222,0,0,0,0,0,0,0,0,0
"N00002048",202,196,0,0,0,0,0,0,0,6,0
"N00002049",218,217,1,0,0,0,0,0,0,0,0
"N00002050",189,189,0,0,0,0,0,0,0,0,0
"N00002051",495,483,1,0,7,0,0,0,0,2,2
"N00002052",241,235,0,0,5,0,1,0,0,0,0
"N00002053",232,226,0,0,0,0,0,1,0,1,4
"N00002054",446,443,0,0,2,0,0,0,0,0,1
"N00002055",494,490,0,0,0,0,0,0,1,1,2
"N00002056",470,466,1,0,1,0,0,0,0,2,0
"N00002057",415,415,0,0,0,0,0,0,0,0,0
"N00002058",630,627,0,0,0,3,0,0,0,0,0
"N00002059",257,257,0,0,0,0,0,0,0,0,0
"N00002060",879,854,1,0,5,4,0,0,9,5,1
"N00002061",670,661,2,0,1,1,0,0,4,1,0
"N00002062",226,226,0,0,0,0,0,0,0,0,0
"N00002063",352,346,1,0,3,1,0,0,0,1,0
"N00002064",704,690,0,1,7,0,2,0,1,1,2
"N00002065",270,267,0,0,0,0,0,0,0,3,0
"N00002066",364,356,0,0,5,0,2,0,0,1,0
"N00002067",1004,991,2,0,3,5,0,0,1,2,0
"N00002068",248,245,0,0,0,2,0,0,0,1,0
"N00002069",435,433,1,0,1,0,0,0,0,0,0
"N00002070",1134,1119,0,0,1,1,2,0,10,1,0
"N00002071",320,319,0,0,1,0,0,0,0,0,0
"N00002072",284,284,0,0,0,0,0,0,0,0,0
"N00002073",262,257,5,0,0,0,0,0,0,0,0
"N00002074",840,828,3,0,2,4,3,0,0,0,0
"N00002075",362,362,0,0,0,0,0,0,0,0,0
"N00002076",226,225,1,0,0,0,0,0,0,0,0
"N00002077",229,229,0,0,0,0,0,0,0,0,0
"N00002078",266,263,0,0,1,1,0,0,1,0,0
"N00002079",654,620,8,0,0,3,0,0,6,2,15
"N00002080",321,317,0,0,2,0,0,0,1,0,1
"N00002081",282,275,2,0,2,0,0,0,0,3,0
"N00002082",1350,1271,4,2,6,19,1,0,44,0,3
"N00002083",323,323,0,0,0,0,0,0,0,0,0
"N00002084",438,418,5,0,2,6,0,0,3,4,0
"N00002085",603,581,2,0,3,8,0,0,8,0,1
"N00002086",482,467,2,0,5,8,0,0,0,0,0
"N00002087",238,230,1,0,1,1,0,0,0,5,0
"N00002088",336,325,2,0,3,6,0,0,0,0,0
"N00002089",374,373,0,0,0,0,0,0,1,0,0
"N00002090",484,483,0,0,0,0,0,0,0,1,0
"N00002091",980,974,0,0,2,0,2,0,2,0,0
"N00002092",517,517,0,0,0,0,0,0,0,0,0
"N00002093",597,597,0,0,0,0,0,0,0,0,0
"N00002094",695,693,0,0,2,0,0,0,0,0,0
"N00002095",485,484,0,0,1,0,0,0,0,0,0
"N00002096",454,453,0,0,0,0,0,0,1,0,0
"N00002097",395,392,0,0,0,0,0,0,3,0,0
"N00002098",397,397,0,0,0,0,0,0,0,0,0
"N00002099",454,453,1,0,0,0,0,0,0,0,0
"N00002100",505,502,1,1,0,0,0,0,0,1,0
"N00002101",551,551,0,0,0,0,0,0,0,0,0
"N00002102",450,449,0,0,1,0,0,0,0,0,0
"N00002103",804,787,2,0,2,0,0,0,2,1,10
"N00002104",280,279,0,1,0,0,0,0,0,0,0
"N00002105",417,412,0,1,0,1,0,0,0,0,3
"N00002106",327,326,1,0,0,0,0,0,0,0,0
"N00002107",538,521,1,0,1,1,0,0,13,1,0
"N00002108",421,419,0,0,0,0,0,0,0,1,1
"N00002109",524,523,0,0,0,0,0,0,1,0,0
"N00002110",530,530,0,0,0,0,0,0,0,0,0
"N00002111",563,551,0,0,0,7,0,0,3,0,2
"N00002112",468,468,0,0,0,0,0,0,0,0,0
"N00002113",531,527,0,0,0,0,0,0,3,0,1
"N00002114",366,363,0,0,1,0,0,0,2,0,0
"N00002115",249,249,0,0,0,0,0,0,0,0,0
"N00002116",263,260,0,0,0,0,0,0,3,0,0
"N00002117",323,320,0,0,1,0,0,0,1,1,0
"N00002118",406,405,0,0,0,0,0,0,0,0,1
"N00002119",278,277,0,0,0,0,0,0,0,0,1
"N00002120",261,259,0,0,1,0,0,0,0,0,1
"N00002121",454,454,0,0,0,0,0,0,0,0,0
"N00002122",523,523,0,0,0,0,0,0,0,0,0
"N00002123",461,461,0,0,0,0,0,0,0,0,0
"N00002124",346,346,0,0,0,0,0,0,0,0,0
"N00002125",1354,1336,1,0,0,0,4,0,8,0,5
"N00002126",480,474,0,0,0,0,0,0,3,2,1
"N00002127",812,803,1,0,0,0,8,0,0,0,0
"N00002128",763,724,0,0,1,1,0,0,8,0,29
"N00002129",1023,990,0,1,6,2,0,0,9,3,12
"N00002130",401,387,1,0,3,0,0,0,5,0,5
"N00002131",426,426,0,0,0,0,0,0,0,0,0
"N00002132",381,381,0,0,0,0,0,0,0,0,0
"N00002133",513,513,0,0,0,0,0,0,0,0,0
"N00002134",343,343,0,0,0,0,0,0,0,0,0
"N00002135",518,518,0,0,0,0,0,0,0,0,0
"N00002136",310,302,0,0,5,0,0,0,0,1,2
"N00002137",283,283,0,0,0,0,0,0,0,0,0
"N00002138",306,306,0,0,0,0,0,0,0,0,0
"N00002139",747,732,1,0,4,0,1,0,0,0,9
"N00002140",281,275,0,0,1,2,0,0,3,0,0
"N00002141",226,225,0,0,0,0,0,0,0,0,1
"N00002142",220,220,0,0,0,0,0,0,0,0,0
"N00002143",457,457,0,0,0,0,0,0,0,0,0
"N00002144",575,570,0,0,4,0,0,0,0,1,0
"N00002145",498,498,0,0,0,0,0,0,0,0,0
"N00002146",385,378,0,0,3,0,0,0,0,2,2
"N00002147",394,393,0,0,0,0,0,0,0,0,1
"N00002148",406,405,0,0,0,0,0,0,0,0,1
"N00002149",434,432,0,0,1,0,0,0,0,0,1
"N00002150",344,344,0,0,0,0,0,0,0,0,0
"N00002151",295,290,0,0,2,2,0,0,1,0,0
"N00002152",338,338,0,0,0,0,0,0,0,0,0
"N00002153",449,449,0,0,0,0,0,0,0,0,0
"N00002154",394,394,0,0,0,0,0,0,0,0,0
"N00002155",528,526,0,1,1,0,0,0,0,0,0
"N00002156",378,372,0,1,3,0,0,0,0,0,2
"N00002157",292,292,0,0,0,0,0,0,0,0,0
"N00002158",455,455,0,0,0,0,0,0,0,0,0
"N00002159",556,547,0,0,3,1,0,0,4,0,1
"N00002160",387,386,0,0,1,0,0,0,0,0,0
"N00002161",523,523,0,0,0,0,0,0,0,0,0
"N00002162",469,468,0,0,0,0,0,0,0,1,0
"N00002163",556,548,0,0,4,2,0,0,1,0,1
"N00002164",297,295,0,0,1,0,0,0,0,1,0
"N00002165",382,378,0,0,0,0,0,0,4,0,0
"N00002166",371,369,0,0,0,0,0,0,2,0,0
"N00002167",349,346,0,0,2,0,0,0,1,0,0
"N00002168",360,351,0,0,0,1,0,0,3,0,5
"N00002169",457,450,0,0,4,0,0,0,3,0,0
"N00002170",313,309,0,0,4,0,0,0,0,0,0
"N00002171",531,524,0,0,7,0,0,0,0,0,0
"N00002172",630,616,0,0,2,0,11,0,0,1,0
"N00002173",476,476,0,0,0,0,0,0,0,0,0
"N00002174",538,537,0,0,1,0,0,0,0,0,0
"N00002175",742,740,0,0,1,0,1,0,0,0,0
"N00002176",570,570,0,0,0,0,0,0,0,0,0
"N00002177",617,613,0,0,0,0,1,0,0,1,2
"N00002178",514,512,0,0,0,0,1,0,1,0,0
"N00002179",332,316,3,1,3,0,0,0,9,0,0
"N00002180",199,199,0,0,0,0,0,0,0,0,0
"N00002181",719,715,0,0,2,0,0,0,2,0,0
"N00002182",362,356,0,0,4,0,0,0,1,0,1
"N00002183",280,236,2,0,3,6,0,0,8,17,8
"N00002184",220,206,2,0,3,2,0,0,2,1,4
"N00002185",412,364,4,2,2,2,1,1,7,16,13
"N00002186",232,218,0,0,9,0,0,0,1,3,1
"N00002187",286,276,0,0,4,3,0,0,1,0,2
"N00002188",190,190,0,0,0,0,0,0,0,0,0
"N00002189",235,234,0,0,1,0,0,0,0,0,0
"N00002190",533,528,1,0,2,0,0,0,0,1,1
"N00002191",213,212,0,0,1,0,0,0,0,0,0
"N00002192",493,483,1,0,7,0,0,0,0,1,1
"N00002193",241,226,0,0,0,0,2,0,0,13,0
"N00002194",219,218,0,0,0,0,0,0,0,0,1
"N00002195",312,310,1,0,0,0,0,0,1,0,0
"N00002196",589,581,2,0,2,4,0,0,0,0,0
"N00002197",657,644,0,0,2,1,0,0,0,4,6
"N00002198",290,287,0,1,2,0,0,0,0,0,0
"N00002199",317,315,0,0,0,2,0,0,0,0,0
"N00002200",411,401,0,0,2,0,0,0,0,0,8
"N00002201",244,244,0,0,0,0,0,0,0,0,0
"N00002202",477,476,0,1,0,0,0,0,0,0,0
"N00002203",1147,1104,0,0,10,5,0,1,13,14,0
"N00002204",431,427,0,0,0,0,0,0,0,4,0
"N00002205",805,774,0,0,0,1,0,5,19,6,0
"N00002206",325,324,1,0,0,0,0,0,0,0,0
"N00002207",299,293,1,0,0,0,0,0,0,0,5
"N00002208",334,296,6,1,1,0,26,0,0,4,0
"N00002209",361,343,1,0,0,0,17,0,0,0,0
"N00002210",417,414,0,0,0,0,3,0,0,0,0
"N00002211",247,247,0,0,0,0,0,0,0,0,0
"N00002212",259,255,0,0,0,0,0,0,4,0,0
"N00002213",790,757,7,0,7,2,3,0,4,2,8
"N00002214",358,355,0,0,2,0,0,0,0,0,1
"N00002215",271,271,0,0,0,0,0,0,0,0,0
"N00002216",269,263,0,0,0,0,0,0,1,0,5
"N00002217",235,233,0,0,0,0,0,0,0,2,0
"N00002218",235,234,0,0,1,0,0,0,0,0,0
"N00002219",224,222,0,0,1,0,0,0,1,0,0
"N00002220",484,477,0,0,0,5,0,0,1,0,1
"N00002221",448,444,0,0,2,0,1,0,1,0,0
"N00002222",282,271,0,0,2,3,0,0,2,4,0
"N00002223",138,129,0,0,0,4,0,0,4,1,0
"N00002224",198,192,0,0,4,0,0,0,0,1,1
"N00002225",331,328,0,0,0,0,2,0,0,1,0
"N00002226",225,224,0,0,0,0,0,1,0,0,0
"N00002227",249,243,0,0,0,0,2,0,4,0,0
"N00002228",260,260,0,0,0,0,0,0,0,0,0
"N00002229",1012,973,0,2,6,6,0,0,9,3,13
"N00002230",289,270,0,0,2,5,0,0,0,11,1
"N00002231",348,337,0,0,1,3,0,0,0,2,5
"N00002232",799,728,11,0,8,2,1,0,0,15,34
"N00002233",312,277,4,0,9,0,0,0,0,6,16
"N00002234",246,235,1,0,0,1,0,0,0,6,3
"N00002235",314,303,0,0,2,0,0,0,1,2,6
"N00002236",611,608,1,0,0,0,0,0,0,0,2
"N00002237",340,338,0,0,0,1,0,0,1,0,0
"N00002238",274,271,0,0,0,3,0,0,0,0,0
"N00002239",242,239,0,0,1,0,0,0,1,0,1
"N00002240",329,322,1,0,1,0,0,0,0,0,5
"N00002241",323,320,1,0,1,0,0,0,0,0,1
"N00002242",276,263,0,0,0,1,6,0,0,1,5
"N00002243",242,234,0,6,0,0,2,0,0,0,0
"N00002244",299,298,0,0,1,0,0,0,0,0,0
"N00002245",214,213,1,0,0,0,0,0,0,0,0
"N00002246",467,465,0,0,0,0,1,0,1,0,0
"N00002247",471,467,0,0,1,1,0,0,1,1,0
"N00002248",778,773,0,0,0,0,0,0,5,0,0
"N00002249",613,612,0,0,0,0,0,0,0,0,1
"N00002250",351,350,0,0,0,0,0,0,0,1,0
"N00002251",394,391,0,0,2,0,0,0,1,0,0
"N00002252",895,894,0,0,0,0,0,0,0,1,0
"N00002253",418,416,0,0,0,0,0,0,0,0,2
"N00002254",545,543,0,0,0,0,0,0,0,2,0
"N00002255",543,543,0,0,0,0,0,0,0,0,0
"N00002256",499,486,0,0,0,3,0,0,7,3,0
"N00002257",342,340,0,0,0,0,0,0,1,1,0
"N00002258",344,336,0,0,0,0,0,0,3,5,0
"N00002259",353,349,0,0,0,0,0,0,1,2,1
"N00002260",797,789,0,0,0,4,0,0,3,1,0
"N00002261",723,719,0,0,0,4,0,0,0,0,0
"N00002262",444,436,0,0,1,0,0,0,3,3,1
"N00002263",487,480,0,0,1,6,0,0,0,0,0
"N00002264",732,719,1,0,0,0,8,0,4,0,0
"N00002265",618,600,0,0,4,1,0,0,7,1,5
"N00002266",290,289,0,0,0,0,0,0,0,1,0
"N00002267",486,455,0,1,5,0,4,0,19,2,0
"N00002268",803,782,0,0,4,1,13,0,0,1,2
"N00002269",326,319,0,3,1,0,0,1,1,1,0
"N00002270",352,347,0,0,3,0,0,0,1,0,1
"N00002271",333,324,0,0,4,0,0,1,0,4,0
"N00002272",272,263,0,7,1,0,0,0,1,0,0
"N00002273",597,556,0,0,12,5,0,3,8,4,9
"N00002274",251,243,0,0,1,0,0,0,3,4,0
"N00002275",254,246,0,0,8,0,0,0,0,0,0
"N00002276",299,292,0,1,0,0,0,0,6,0,0
"N00002277",515,509,4,0,2,0,0,0,0,0,0
"N00002278",336,326,2,0,4,4,0,0,0,0,0
"N00002279",205,203,0,0,2,0,0,0,0,0,0
"N00002280",288,285,2,0,1,0,0,0,0,0,0
"N00002281",420,408,0,0,1,0,10,0,0,1,0
"N00002282",276,269,0,0,4,0,0,0,1,0,2
"N00002283",277,273,0,0,0,0,0,0,0,0,4
"N00002284",297,291,0,0,3,0,0,0,0,0,3
"N00002285",420,413,0,0,3,0,0,0,1,0,3
"N00002286",359,359,0,0,0,0,0,0,0,0,0
"N00002287",308,307,1,0,0,0,0,0,0,0,0
"N00002288",294,294,0,0,0,0,0,0,0,0,0
"N00002289",242,232,0,1,1,0,0,0,4,4,0
"N00002290",456,437,0,0,0,1,1,0,16,0,1
"N00002291",442,423,1,0,8,6,0,0,1,0,3
"N00002292",309,309,0,0,0,0,0,0,0,0,0
"N00002293",231,224,0,0,2,2,1,0,1,1,0
"N00002294",292,290,0,0,1,0,0,0,1,0,0
"N00002295",334,318,0,0,2,8,0,0,1,0,5
"N00002296",407,395,0,0,0,6,0,1,0,4,1
"N00002297",335,325,1,0,2,0,0,0,0,7,0
"N00002298",277,263,0,0,1,2,0,0,0,9,2
"N00002299",372,361,0,0,0,3,3,0,5,0,0
"N00002300",813,796,1,0,3,0,4,0,0,8,1
"N00002301",671,624,0,1,4,7,0,0,14,18,3
"N00002302",658,632,0,0,2,10,0,0,10,4,0
"N00002303",447,417,3,0,3,5,0,0,1,12,6
"N00002304",218,206,0,0,4,0,4,0,4,0,0
"N00002305",790,746,2,0,5,1,0,0,11,22,3
"N00002306",1483,1405,1,0,3,13,6,0,16,14,25
"N00002307",378,369,0,0,4,0,0,0,4,0,1
"N00002308",329,317,0,0,0,5,0,0,7,0,0
"N00002309",224,221,0,1,0,2,0,0,0,0,0
"N00002310",218,216,0,0,0,0,0,0,0,1,1
"N00002311",285,262,0,0,1,12,0,0,3,7,0
"N00002312",309,283,0,0,2,19,0,0,0,4,1
"N00002313",302,288,1,0,3,7,0,0,3,0,0
"N00002314",274,270,0,0,1,3,0,0,0,0,0
"N00002315",344,325,0,0,4,7,0,0,1,6,1
"N00002316",254,245,0,0,1,4,0,0,0,4,0
"N00002317",304,304,0,0,0,0,0,0,0,0,0
"N00002318",383,378,0,0,0,3,1,0,0,1,0
"N00002319",698,687,0,0,1,0,8,0,2,0,0
"N00002320",299,295,1,0,2,0,1,0,0,0,0
"N00002321",290,286,0,0,1,0,3,0,0,0,0
"N00002322",302,299,2,0,0,0,0,0,1,0,0
"N00002323",331,329,0,0,1,0,0,0,1,0,0
"N00002324",291,291,0,0,0,0,0,0,0,0,0
"N00002325",453,453,0,0,0,0,0,0,0,0,0
"N00002326",307,306,0,0,1,0,0,0,0,0,0
"N00002327",1297,1272,1,0,9,3,5,0,1,2,4
"N00002328",363,356,0,0,4,0,0,0,3,0,0
"N00002329",316,309,0,0,6,0,0,0,1,0,0
"N00002330",619,610,3,0,1,0,0,0,5,0,0
"N00002331",606,602,0,0,2,0,0,0,2,0,0
"N00002332",360,357,2,0,0,0,0,0,0,1,0
"N00002333",395,393,2,0,0,0,0,0,0,0,0
"N00002334",345,343,0,1,0,0,0,0,0,0,1
"N00002335",540,530,2,0,2,0,0,0,4,2,0
"N00002336",322,322,0,0,0,0,0,0,0,0,0
"N00002337",355,354,0,0,0,0,0,0,0,1,0
"N00002338",263,263,0,0,0,0,0,0,0,0,0
"N00002339",296,295,0,0,0,1,0,0,0,0,0
"N00002340",295,293,0,0,2,0,0,0,0,0,0
"N00002341",236,236,0,0,0,0,0,0,0,0,0
"N00002342",284,284,0,0,0,0,0,0,0,0,0
"N00002343",350,346,0,0,1,0,0,0,2,0,1
"N00002344",378,367,0,0,3,0,0,0,4,0,4
"N00002345",300,293,3,0,3,0,0,0,0,0,1
"N00002346",235,230,4,0,1,0,0,0,0,0,0
"N00002347",678,666,0,0,6,0,1,0,4,1,0
"N00002348",338,323,1,0,2,10,0,0,2,0,0
"N00002349",250,240,2,0,5,0,0,0,3,0,0
"N00002350",180,179,0,0,1,0,0,0,0,0,0
"N00002351",1332,1318,2,0,10,0,0,1,1,0,0
"N00002352",292,286,2,0,0,0,0,0,0,4,0
"N00002353",1824,1778,5,1,18,0,0,0,5,11,6
"N00002354",378,372,0,5,1,0,0,0,0,0,0
"N00002355",278,275,2,1,0,0,0,0,0,0,0
"N00002356",409,394,1,6,7,0,0,0,0,1,0
"N00002357",348,339,2,5,1,0,0,0,0,0,1
"N00002358",236,234,0,0,2,0,0,0,0,0,0
"N00002359",255,254,0,0,0,0,0,0,0,1,0
"N00002360",234,231,0,0,0,0,0,0,0,0,3
"N00002361",295,286,0,0,3,3,0,0,0,1,2
"N00002362",242,236,0,0,3,0,0,0,0,1,2
"N00002363",231,229,0,0,1,0,0,0,0,1,0
"N00002364",212,210,0,0,0,0,0,0,1,1,0
"N00002365",287,282,0,0,0,0,0,0,0,0,5
"N00002366",272,270,0,0,1,0,0,0,0,0,1
"N00002367",384,382,0,0,0,0,0,0,0,0,2
"N00002368",437,437,0,0,0,0,0,0,0,0,0
"N00002369",740,729,4,0,1,0,0,0,0,0,6
"N00002370",387,387,0,0,0,0,0,0,0,0,0
"N00002371",463,456,0,0,5,0,0,0,0,0,2
"N00002372",613,610,1,0,0,0,0,0,1,1,0
"N00002373",436,432,0,0,0,0,0,0,0,1,3
"N00002374",300,293,0,0,0,1,0,0,0,5,1
"N00002375",393,392,0,0,1,0,0,0,0,0,0
"N00002376",436,435,0,0,1,0,0,0,0,0,0
"N00002377",433,432,1,0,0,0,0,0,0,0,0
"N00002378",749,737,1,0,3,0,1,0,0,5,2
"N00002379",667,659,0,0,3,1,1,0,2,0,1
"N00002380",298,298,0,0,0,0,0,0,0,0,0
"N00002381",386,383,1,0,1,0,0,0,0,1,0
"N00002382",458,452,1,0,0,0,0,0,5,0,0
"N00002383",454,444,0,0,2,0,5,0,0,3,0
"N00002384",377,372,1,0,3,0,0,0,1,0,0
"N00002385",278,273,0,0,3,0,0,0,2,0,0
"N00002386",265,265,0,0,0,0,0,0,0,0,0
"N00002387",451,446,3,1,0,0,0,0,0,0,1
"N00002388",199,194,1,1,1,0,0,0,1,0,1
"N00002389",311,294,11,0,4,0,1,0,1,0,0
"N00002390",293,289,1,0,2,0,0,0,0,0,1
"N00002391",402,402,0,0,0,0,0,0,0,0,0
"N00002392",349,348,0,0,0,0,0,0,0,0,1
"N00002393",653,644,2,0,5,1,0,0,1,0,0
"N00002394",363,360,0,0,1,0,0,0,0,0,2
"N00002395",412,412,0,0,0,0,0,0,0,0,0
"N00002396",288,288,0,0,0,0,0,0,0,0,0
"N00002397",333,327,1,0,3,0,1,0,1,0,0
"N00002398",366,364,0,0,0,0,0,0,0,2,0
"N00002399",266,258,0,0,2,0,0,0,5,1,0
"N00002400",218,218,0,0,0,0,0,0,0,0,0
"N00002401",1544,1455,2,0,4,62,0,0,10,1,10
"N00002402",233,229,0,0,0,0,0,0,3,0,1
"N00002403",400,394,0,0,1,1,0,0,0,0,4
"N00002404",882,861,0,1,7,5,0,0,3,4,1
"N00002405",332,326,0,0,0,0,0,0,4,0,2
"N00002406",304,301,0,0,0,3,0,0,0,0,0
"N00002407",263,261,2,0,0,0,0,0,0,0,0
"N00002408",388,385,0,0,0,3,0,0,0,0,0
"N00002409",319,314,0,0,3,2,0,0,0,0,0
"N00002410",285,282,0,0,2,0,0,0,1,0,0
"N00002411",339,329,0,2,0,8,0,0,0,0,0
"N00002412",388,376,5,0,2,1,0,0,4,0,0
"N00002413",403,393,0,0,3,7,0,0,0,0,0
"N00002414",279,278,0,0,0,0,0,0,1,0,0
"N00002415",276,275,0,0,1,0,0,0,0,0,0
"N00002416",515,515,0,0,0,0,0,0,0,0,0
"N00002417",355,355,0,0,0,0,0,0,0,0,0
"N00002418",570,563,0,0,1,0,0,0,0,6,0
"N00002419",652,650,0,0,0,0,0,0,0,2,0
"N00002420",507,504,0,0,2,0,0,0,0,0,1
"N00002421",427,422,0,0,1,0,0,0,4,0,0
"N00002422",482,479,0,0,0,0,0,0,1,1,1
"N00002423",209,208,0,0,1,0,0,0,0,0,0
"N00002424",328,328,0,0,0,0,0,0,0,0,0
"N00002425",296,296,0,0,0,0,0,0,0,0,0
"N00002426",338,332,1,0,0,0,0,0,5,0,0
"N00002427",351,348,0,0,2,1,0,0,0,0,0
"N00002428",325,325,0,0,0,0,0,0,0,0,0
"N00002429",304,303,0,1,0,0,0,0,0,0,0
"N00002430",318,309,0,0,4,0,0,0,0,0,5
"N00002431",999,995,0,0,3,0,0,0,0,0,1
"N00002432",258,257,0,1,0,0,0,0,0,0,0
"N00002433",377,377,0,0,0,0,0,0,0,0,0
"N00002434",266,263,0,0,3,0,0,0,0,0,0
"N00002435",277,275,1,0,1,0,0,0,0,0,0
"N00002436",417,412,0,1,3,0,0,0,1,0,0
"N00002437",291,291,0,0,0,0,0,0,0,0,0
"N00002438",354,352,0,0,0,0,2,0,0,0,0
"N00002439",314,312,0,1,1,0,0,0,0,0,0
"N00002440",306,302,1,0,1,2,0,0,0,0,0
"N00002441",236,232,1,0,2,1,0,0,0,0,0
"N00002442",337,335,0,1,1,0,0,0,0,0,0
"N00002443",348,344,2,0,0,0,0,0,2,0,0
"N00002444",812,807,0,0,0,0,0,0,2,1,2
"N00002445",307,297,1,0,2,0,4,0,0,3,0
"N00002446",254,250,0,0,0,1,1,0,1,0,1
"N00002447",326,323,0,0,0,0,0,0,3,0,0
"N00002448",326,323,0,0,0,0,0,0,0,3,0
"N00002449",289,286,0,0,3,0,0,0,0,0,0
"N00002450",287,284,0,0,0,0,0,0,3,0,0
"N00002451",620,617,1,1,1,0,0,0,0,0,0
"N00002452",307,307,0,0,0,0,0,0,0,0,0
"N00002453",364,362,0,1,0,0,0,0,1,0,0
"N00002454",354,352,0,0,0,2,0,0,0,0,0
"N00002455",383,377,0,0,1,1,0,0,0,4,0
"N00002456",381,374,0,2,0,4,0,0,1,0,0
"N00002457",538,534,1,0,0,2,0,0,0,0,1
"N00002458",299,295,0,0,0,2,1,0,1,0,0
"N00002459",830,819,0,3,7,0,0,0,0,0,1
"N00002460",459,456,1,0,2,0,0,0,0,0,0
"N00002461",596,595,0,0,0,0,0,0,1,0,0
"N00002462",536,536,0,0,0,0,0,0,0,0,0
"N00002463",431,430,0,0,0,1,0,0,0,0,0
"N00002464",411,404,0,0,1,2,0,0,0,0,4
"N00002465",850,847,0,1,0,0,0,0,0,2,0
"N00002466",302,301,0,0,0,0,0,0,0,0,1
"N00002467",304,304,0,0,0,0,0,0,0,0,0
"N00002468",280,280,0,0,0,0,0,0,0,0,0
"N00002469",620,614,1,0,2,1,0,0,0,2,0
